1,-3.188396,55.944425,30,-3.1881361923788645,55.944575,null
2,-3.1881361923788645,55.944575,30,-3.187876384757729,55.944725,hurt.green.filer
3,-3.187876384757729,55.944725,290,-3.1877737787147313,55.94444309221376,null
4,-3.1877737787147313,55.94444309221376,300,-3.1876237787147312,55.944183284592626,null
5,-3.1876237787147312,55.944183284592626,290,-3.1875211726717336,55.94390137680639,begins.spider.drips
6,-3.1875211726717336,55.94390137680639,340,-3.187239264885498,55.94379877076339,null
7,-3.187239264885498,55.94379877076339,340,-3.186957357099262,55.943696164720386,null
8,-3.186957357099262,55.943696164720386,340,-3.1866754493130265,55.943593558677385,null
9,-3.1866754493130265,55.943593558677385,340,-3.1863935415267908,55.943490952634384,null
10,-3.1863935415267908,55.943490952634384,340,-3.186111633740555,55.943388346591384,null
11,-3.186111633740555,55.943388346591384,340,-3.1858297259543193,55.94328574054838,null
12,-3.1858297259543193,55.94328574054838,350,-3.1855342836284155,55.94323364609508,null
13,-3.1855342836284155,55.94323364609508,340,-3.18525237584218,55.94313104005208,null
14,-3.18525237584218,55.94313104005208,350,-3.184956933516276,55.94307894559878,null
15,-3.184956933516276,55.94307894559878,340,-3.1846750257300402,55.94297633955578,courier.assume.bill
16,-3.1846750257300402,55.94297633955578,120,-3.1848250257300403,55.94323614717691,brings.remedy.latter
17,-3.1848250257300403,55.94323614717691,120,-3.1849750257300404,55.943495954798045,sentences.sings.modern
18,-3.1849750257300404,55.943495954798045,70,-3.184872419687043,55.943777862584284,null
19,-3.184872419687043,55.943777862584284,70,-3.184769813644045,55.94405977037052,null
20,-3.184769813644045,55.94405977037052,70,-3.1846672076010476,55.94434167815676,null
21,-3.1846672076010476,55.94434167815676,70,-3.18456460155805,55.944623585943,null
22,-3.18456460155805,55.944623585943,70,-3.1844619955150524,55.94490549372924,sports.topic.clocks
23,-3.1844619955150524,55.94490549372924,190,-3.184757437840956,55.944853399275935,null
24,-3.184757437840956,55.944853399275935,190,-3.18505288016686,55.94480130482263,null
25,-3.18505288016686,55.94480130482263,190,-3.185348322492764,55.94474921036933,null
26,-3.185348322492764,55.94474921036933,190,-3.1856437648186677,55.94469711591603,null
27,-3.1856437648186677,55.94469711591603,190,-3.1859392071445716,55.944645021462726,null
28,-3.1859392071445716,55.944645021462726,180,-3.1862392071445718,55.944645021462726,null
29,-3.1862392071445718,55.944645021462726,190,-3.1865346494704756,55.944592927009424,null
30,-3.1865346494704756,55.944592927009424,180,-3.186834649470476,55.944592927009424,artist.gets.react
31,-3.186834649470476,55.944592927009424,40,-3.18660483613754,55.94478576329233,null
